name,lon,lat,tipo_geometria,pais,fecha_descarga
Lacuruxa,-5.9702095,43.3450675,Point,España,2026-03-04 13:06:55.752367
Cervecería/Vinatería Río Ocho,-5.8517619,43.3669306,Point,España,2026-03-04 13:06:55.752367
Berty's Burger Oviedo,-5.8446543,43.3610818,Point,España,2026-03-04 13:06:55.752367
Restaurante Hindú Annapurna,-5.8436109,43.3639112,Point,España,2026-03-04 13:06:55.752367
Pulperia Lucia Alba,-5.6757069,43.2911191,Point,España,2026-03-04 13:06:55.752367
Tanteo,-5.855231,43.3631279,Point,España,2026-03-04 13:06:55.752367
La mafia se sienta a la mesa,-5.8446141,43.3636486,Point,España,2026-03-04 13:06:55.752367
Wok Thai Fusión,-5.8490313,43.3651026,Point,España,2026-03-04 13:06:55.752367
Bioko,-5.8524841,43.3663414,Point,España,2026-03-04 13:06:55.752367
Sidreria Dannys,-5.6595807,43.5348111,Point,España,2026-03-04 13:06:55.752367
Poseidon II,-5.6681757,43.5302877,Point,España,2026-03-04 13:06:55.752367
Los Molcajetes,-5.665182,43.5313131,Point,España,2026-03-04 13:06:55.752367
Itaca Gastrobar,-5.6704375,43.5107292,Point,España,2026-03-04 13:06:55.752367
SIRKAN Gastrobar,-5.6702232,43.5108022,Point,España,2026-03-04 13:06:55.752367
Kebap Nuevo Roces,-5.6707505,43.5103283,Point,España,2026-03-04 13:06:55.752367
Casa Juan,-5.6653101,43.5346903,Point,España,2026-03-04 13:06:55.752367
La Mal Querida,-5.8435537,43.3644999,Point,España,2026-03-04 13:06:55.752367
El Muelle,-5.7629912,43.5901472,Point,España,2026-03-04 13:06:55.752367
,-5.7630256,43.5901099,Point,España,2026-03-04 13:06:55.752367
El Rancho de Nacho,-4.9807976,43.4555401,Point,España,2026-03-04 13:06:55.752367
La Pesa,-4.9676123,43.4493362,Point,España,2026-03-04 13:06:55.752367
Pizzeria Acuario,-4.8612514,43.4254577,Point,España,2026-03-04 13:06:55.752367
Rio de Oro,-5.6625696,43.5321663,Point,España,2026-03-04 13:06:55.752367
Casa Emma y Oscar,-5.6753898,43.1647741,Point,España,2026-03-04 13:06:55.752367
El Pontón,-4.5758619,43.3644528,Point,España,2026-03-04 13:06:55.752367
Restaurante Viator,-5.9245721,43.3319774,Point,España,2026-03-04 13:06:55.752367
Restaurante Scanda,-5.9243196,43.3320564,Point,España,2026-03-04 13:06:55.752367
Casa Cipriano,-4.7467213,43.2324499,Point,España,2026-03-04 13:06:55.752367
Chiringuito Playa Madre,-5.2051014,43.4733124,Point,España,2026-03-04 13:06:55.752367
Restaurante parilla El Charrán,-5.4349097,43.4800592,Point,España,2026-03-04 13:06:55.752367
La Flor de Galicia 3,-5.8699788,43.3576786,Point,España,2026-03-04 13:06:55.752367
Bar Cafetus,-5.8715218,43.3571884,Point,España,2026-03-04 13:06:55.752367
La Oteda,-5.8715925,43.3577074,Point,España,2026-03-04 13:06:55.752367
La Colonda,-5.8702589,43.3583826,Point,España,2026-03-04 13:06:55.752367
Pizzería Salvatore,-5.8610461,43.362988,Point,España,2026-03-04 13:06:55.752367
El 22,-5.8409373,43.3634629,Point,España,2026-03-04 13:06:55.752367
A Toda Mesa,-5.8301716,43.3730006,Point,España,2026-03-04 13:06:55.752367
Restaurante Casa Del Río,-6.550778,43.178058,Point,España,2026-03-04 13:06:55.752367
La Chabola,-6.464402,43.0445599,Point,España,2026-03-04 13:06:55.752367
El Rincón de Elena,-5.8719564,43.3648839,Point,España,2026-03-04 13:06:55.752367
Mesón La Foguera,-5.8369949,43.3626551,Point,España,2026-03-04 13:06:55.752367
Mesón El Franco,-5.8371742,43.362202,Point,España,2026-03-04 13:06:55.752367
Pizza Luna Bar,-5.8350234,43.3623562,Point,España,2026-03-04 13:06:55.752367
Camarote,-5.7904466,43.6163017,Point,España,2026-03-04 13:06:55.752367
Pulpería Foys,-5.7903075,43.6165132,Point,España,2026-03-04 13:06:55.752367
Centroelena 2,-5.8323069,43.4243047,Point,España,2026-03-04 13:06:55.752367
Avenida sidrería,-5.6619311,43.5308361,Point,España,2026-03-04 13:06:55.752367
La fuente gastro bar,-5.6618971,43.5309861,Point,España,2026-03-04 13:06:55.752367
,-5.1300811,43.3511528,Point,España,2026-03-04 13:06:55.752367
,-5.130083,43.3512867,Point,España,2026-03-04 13:06:55.752367
Villa Lucia,-5.6647251,43.5288716,Point,España,2026-03-04 13:06:55.752367
Restaurante La Casera,-6.3895132,43.2944165,Point,España,2026-03-04 13:06:55.752367
Mesón Sidrería Bemar,-5.8341576,43.3763069,Point,España,2026-03-04 13:06:55.752367
Restaurante Emma,-5.8338697,43.3765667,Point,España,2026-03-04 13:06:55.752367
Taverna,-4.7838238,43.4241062,Point,España,2026-03-04 13:06:55.752367
La Botella,-5.9222458,43.5596953,Point,España,2026-03-04 13:06:55.752367
El Café de Pandora,-5.9233342,43.556666,Point,España,2026-03-04 13:06:55.752367
Curniciello Napolitano,-5.8478263,43.3594428,Point,España,2026-03-04 13:06:55.752367
El Mayar,-5.8453729,43.3648642,Point,España,2026-03-04 13:06:55.752367
Pizzería La de Casa,-6.1125175,43.4887457,Point,España,2026-03-04 13:06:55.752367
Nuevo Xiringüelu,-6.1133237,43.4886231,Point,España,2026-03-04 13:06:55.752367
Pizzería El Ventanal,-6.1128239,43.4907148,Point,España,2026-03-04 13:06:55.752367
Bar Iglesias,-6.1122404,43.4906462,Point,España,2026-03-04 13:06:55.752367
King Doner Kebab,-6.1122398,43.4905624,Point,España,2026-03-04 13:06:55.752367
La Cocina de Telvi,-6.1133452,43.4862542,Point,España,2026-03-04 13:06:55.752367
Eldorado,-6.1133654,43.4887418,Point,España,2026-03-04 13:06:55.752367
Nuevo Balbona,-6.113675,43.4887779,Point,España,2026-03-04 13:06:55.752367
Le Potage,-6.1118395,43.4896331,Point,España,2026-03-04 13:06:55.752367
Villa di Wow,-5.664753,43.546305,Point,España,2026-03-04 13:06:55.752367
,-4.7541157,43.4203519,Point,España,2026-03-04 13:06:55.752367
La Panoya,-5.8304408,43.3788521,Point,España,2026-03-04 13:06:55.752367
Restaurante El Acebu,-5.1448056,43.4352236,Point,España,2026-03-04 13:06:55.752367
Restaurante 7 Villas,-5.7755818,43.5975634,Point,España,2026-03-04 13:06:55.752367
Casa Colo,-5.4452012,43.3585368,Point,España,2026-03-04 13:06:55.752367
Villablanka,-5.6248096,43.1610835,Point,España,2026-03-04 13:06:55.752367
Restaurante Sidrería Ludi,-4.890527,43.439779,Point,España,2026-03-04 13:06:55.752367
,-6.1766071,43.5601367,Point,España,2026-03-04 13:06:55.752367
Meson El Puerto,-6.9425212,43.5713545,Point,España,2026-03-04 13:06:55.752367
Restaurante Marisquería La Escollera,-6.0759484,43.5597218,Point,España,2026-03-04 13:06:55.752367
Sidrería Orbayu,-6.0736893,43.5595505,Point,España,2026-03-04 13:06:55.752367
Restaurante Mar Salada,-6.0763949,43.5577038,Point,España,2026-03-04 13:06:55.752367
Sidrería El Serazo,-6.0762125,43.5574715,Point,España,2026-03-04 13:06:55.752367
Restaurante Las Brisas Pravianas,-6.1289959,43.4905104,Point,España,2026-03-04 13:06:55.752367
Mesón Mazonovo,-7.1064225,43.3567428,Point,España,2026-03-04 13:06:55.752367
El Mil Sabores,-6.1124692,43.4905978,Point,España,2026-03-04 13:06:55.752367
Restaurante Pizzería de Pepe Cavall,-5.0660123,43.4642007,Point,España,2026-03-04 13:06:55.752367
Restaurante Desi y Pochi,-5.5744451,43.540642,Point,España,2026-03-04 13:06:55.752367
La Cabaña,-5.6060905,43.2754143,Point,España,2026-03-04 13:06:55.752367
Pizzería Mondello,-5.8450858,43.3653489,Point,España,2026-03-04 13:06:55.752367
Restaurante Nueva Delhi,-5.8385529,43.3698369,Point,España,2026-03-04 13:06:55.752367
Sushi Som,-5.8512343,43.3649407,Point,España,2026-03-04 13:06:55.752367
Mesón Los Castañales,-5.8353027,43.3735238,Point,España,2026-03-04 13:06:55.752367
Marisquería Bocamar,-5.8535597,43.3646636,Point,España,2026-03-04 13:06:55.752367
La Tagliatella,-5.8039849,43.3899171,Point,España,2026-03-04 13:06:55.752367
Restaurante Los Oscos,-5.8540342,43.3656619,Point,España,2026-03-04 13:06:55.752367
Sidrería Marcelino,-5.846855,43.3640947,Point,España,2026-03-04 13:06:55.752367
Sibannac,-5.8435025,43.3596501,Point,España,2026-03-04 13:06:55.752367
Rey Silo Gastrobar,-6.1133148,43.4903144,Point,España,2026-03-04 13:06:55.752367
"Don Pelayo Bhar, coffee & drinks",-5.8540993,43.362839,Point,España,2026-03-04 13:06:55.752367
El Gallinero de Pruvia,-5.791701,43.4216197,Point,España,2026-03-04 13:06:55.752367
Restaurante Marisquería La Chalana,-5.7837487,43.3847863,Point,España,2026-03-04 13:06:55.752367
Restaurante La Vega,-6.0908076,43.4917867,Point,España,2026-03-04 13:06:55.752367
Di Maria,-5.7906156,43.6162335,Point,España,2026-03-04 13:06:55.752367
Casa La Nicia,-5.8855558,43.3785254,Point,España,2026-03-04 13:06:55.752367
La Media Cancha,-5.852862,43.3664375,Point,España,2026-03-04 13:06:55.752367
La Ronda,-5.8535051,43.3662727,Point,España,2026-03-04 13:06:55.752367
Telepizza,-5.8095166,43.4019211,Point,España,2026-03-04 13:06:55.752367
,-5.8783757,43.2825931,Point,España,2026-03-04 13:06:55.752367
La Competencia,-5.8155953,43.3860365,Point,España,2026-03-04 13:06:55.752367
El Asao,-5.8622971,43.3539494,Point,España,2026-03-04 13:06:55.752367
De Norte a Sur Valentín,-5.8457461,43.3630814,Point,España,2026-03-04 13:06:55.752367
El run run,-5.8255434,43.384716,Point,España,2026-03-04 13:06:55.752367
La Bodega Riojana,-5.8473259,43.360461,Point,España,2026-03-04 13:06:55.752367
Sacavera,-5.8465854,43.3597286,Point,España,2026-03-04 13:06:55.752367
Ovetum,-5.8256604,43.3836195,Point,España,2026-03-04 13:06:55.752367
Conrad's Bar,-5.8437595,43.3603983,Point,España,2026-03-04 13:06:55.752367
Bangkok 14,-5.8554196,43.3636031,Point,España,2026-03-04 13:06:55.752367
Isidra,-5.8108387,43.3817781,Point,España,2026-03-04 13:06:55.752367
Sushi Salvaje,-5.8095742,43.3843795,Point,España,2026-03-04 13:06:55.752367
Casa Rober,-5.6634959,43.5463325,Point,España,2026-03-04 13:06:55.752367
Sidrería La Ferrería,-5.8143035,43.3859787,Point,España,2026-03-04 13:06:55.752367
Camila Gastrobar,-5.6627089,43.5428146,Point,España,2026-03-04 13:06:55.752367
D de Diego,-5.7898646,43.6168701,Point,España,2026-03-04 13:06:55.752367
Sidrería El Parque,-5.7946089,43.6160018,Point,España,2026-03-04 13:06:55.752367
Donde el Jamón,-5.8572662,43.3614819,Point,España,2026-03-04 13:06:55.752367
Chinastur,-5.8531889,43.3613681,Point,España,2026-03-04 13:06:55.752367
Sidrería Yaya,-5.8423215,43.3633667,Point,España,2026-03-04 13:06:55.752367
Domino's,-5.8620954,43.3548176,Point,España,2026-03-04 13:06:55.752367
El Gasconín,-5.8454392,43.3647285,Point,España,2026-03-04 13:06:55.752367
Sidrería El Llugarín,-5.8373323,43.3567963,Point,España,2026-03-04 13:06:55.752367
Sidrería Siempre Otero,-5.8381641,43.356841,Point,España,2026-03-04 13:06:55.752367
El Rincón de Anjana,-5.8453212,43.3610254,Point,España,2026-03-04 13:06:55.752367
El últimu Chigre,-5.5634665,43.248524,Point,España,2026-03-04 13:06:55.752367
El Pintu,-5.5627982,43.2481319,Point,España,2026-03-04 13:06:55.752367
La Costera,-5.845555,43.3588285,Point,España,2026-03-04 13:06:55.752367
Ramen Shifu,-5.8472247,43.3604009,Point,España,2026-03-04 13:06:55.752367
Restaurante Arraigo,-5.8474035,43.4368011,Point,España,2026-03-04 13:06:55.752367
,-5.8187556,43.4419374,Point,España,2026-03-04 13:06:55.752367
Cabaña de Conce,-5.9704124,43.4147208,Point,España,2026-03-04 13:06:55.752367
Restaurante Marrakech,-5.8417033,43.3701096,Point,España,2026-03-04 13:06:55.752367
El Campo de Petra,-6.0259344,43.3424122,Point,España,2026-03-04 13:06:55.752367
La Ferrada,-5.7188598,43.4029108,Point,España,2026-03-04 13:06:55.752367
Restaurante Arume,-5.8468903,43.3698969,Point,España,2026-03-04 13:06:55.752367
La Caleyina del Fontán,-5.8452965,43.3600004,Point,España,2026-03-04 13:06:55.752367
Istanbul City,-5.8696763,43.5451114,Point,España,2026-03-04 13:06:55.752367
Muerde la Pasta,-5.8698087,43.5449518,Point,España,2026-03-04 13:06:55.752367
Mini Wok Asturias,-5.8495248,43.3678904,Point,España,2026-03-04 13:06:55.752367
Domino's,-5.9033443,43.5390222,Point,España,2026-03-04 13:06:55.752367
La Cantina,-5.9018594,43.539268,Point,España,2026-03-04 13:06:55.752367
La Ruta,-5.9025648,43.5400588,Point,España,2026-03-04 13:06:55.752367
Jaque Mate,-5.84476,43.368352,Point,España,2026-03-04 13:06:55.752367
El Corner,-4.8631664,43.4241019,Point,España,2026-03-04 13:06:55.752367
Taberna Narciso,-6.0977638,43.1607335,Point,España,2026-03-04 13:06:55.752367
Restaurante Cafeteria Alhambra,-6.4062566,43.3356581,Point,España,2026-03-04 13:06:55.752367
La Madre,-5.9288244,43.5551409,Point,España,2026-03-04 13:06:55.752367
Mesón La Viga,-5.832591,43.3776225,Point,España,2026-03-04 13:06:55.752367
Sidrería La Villa,-5.823109,43.3846084,Point,España,2026-03-04 13:06:55.752367
L'alma,-5.9230765,43.5595963,Point,España,2026-03-04 13:06:55.752367
Don Pasquale,-5.9213651,43.5567984,Point,España,2026-03-04 13:06:55.752367
Xagó Surf Co.,-5.9258264,43.5966532,Point,España,2026-03-04 13:06:55.752367
El Buen Corte,-5.9237733,43.5579526,Point,España,2026-03-04 13:06:55.752367
Donde el Jamón,-5.8441545,43.3636066,Point,España,2026-03-04 13:06:55.752367
Ultreya,-5.821497,43.2978502,Point,España,2026-03-04 13:06:55.752367
La Quinta Araña,-5.9236597,43.5600357,Point,España,2026-03-04 13:06:55.752367
La Mendiga,-5.7721855,43.2490403,Point,España,2026-03-04 13:06:55.752367
El Viaxeru Food & more,-5.8347285,43.3624718,Point,España,2026-03-04 13:06:55.752367
Sidrería El Duernu,-6.5363458,43.5440689,Point,España,2026-03-04 13:06:55.752367
La Cestería,-5.6618492,43.5463588,Point,España,2026-03-04 13:06:55.752367
Sidrería Panorama,-5.9162135,43.5399597,Point,España,2026-03-04 13:06:55.752367
El Manzanu,-5.8610607,43.3562269,Point,España,2026-03-04 13:06:55.752367
Ramen Yi,-5.8503181,43.365277,Point,España,2026-03-04 13:06:55.752367
El Nogal,-5.923315,43.5550928,Point,España,2026-03-04 13:06:55.752367
A Feira,-5.9229737,43.5551946,Point,España,2026-03-04 13:06:55.752367
El rincón de Cucu,-5.7914201,43.2042923,Point,España,2026-03-04 13:06:55.752367
Santa Bárbara,-5.7726525,43.2501949,Point,España,2026-03-04 13:06:55.752367
La pulqeria de Grao,-6.0715454,43.3882098,Point,España,2026-03-04 13:06:55.752367
Auto Bar Cafe Restaurante,-6.0751765,43.3863272,Point,España,2026-03-04 13:06:55.752367
Casa Gallega,-6.0957061,43.1708891,Point,España,2026-03-04 13:06:55.752367
Sabor Latino,-5.8480073,43.3713929,Point,España,2026-03-04 13:06:55.752367
Sal De Vinos,-5.9211674,43.5576167,Point,España,2026-03-04 13:06:55.752367
L'Alfararia,-5.9214556,43.5568023,Point,España,2026-03-04 13:06:55.752367
Ohana bar de tapas,-5.8198232,43.3692694,Point,España,2026-03-04 13:06:55.752367
Tabula Rasa,-5.9215516,43.5558913,Point,España,2026-03-04 13:06:55.752367
La Madreña,-5.9215587,43.5558334,Point,España,2026-03-04 13:06:55.752367
Casa Alvarin,-5.9213186,43.5556381,Point,España,2026-03-04 13:06:55.752367
Ría De Arosa,-5.9214429,43.5550789,Point,España,2026-03-04 13:06:55.752367
La Comtienda,-5.9220346,43.5553031,Point,España,2026-03-04 13:06:55.752367
Bocamina,-5.844489,43.3641336,Point,España,2026-03-04 13:06:55.752367
Don Guero,-5.9201136,43.5528396,Point,España,2026-03-04 13:06:55.752367
Suculentas,-5.9199904,43.552266,Point,España,2026-03-04 13:06:55.752367
Taco Bell,-5.925096,43.5586202,Point,España,2026-03-04 13:06:55.752367
El Palco,-5.12664,43.3514891,Point,España,2026-03-04 13:06:55.752367
El Palaciu Pintu,-5.1261362,43.3508763,Point,España,2026-03-04 13:06:55.752367
Casa Dago,-5.1291014,43.3496268,Point,España,2026-03-04 13:06:55.752367
Covadonga,-5.4369155,43.4792573,Point,España,2026-03-04 13:06:55.752367
Sidería El Benditu,-5.4322143,43.481122,Point,España,2026-03-04 13:06:55.752367
Sidrería El Furacu,-5.432375,43.4810102,Point,España,2026-03-04 13:06:55.752367
El Paraíso,-5.4329886,43.4810647,Point,España,2026-03-04 13:06:55.752367
Sidrería el Garitu,-5.4329647,43.483929,Point,España,2026-03-04 13:06:55.752367
Sidrería la Tierrina,-5.4331823,43.483793,Point,España,2026-03-04 13:06:55.752367
El Papeu,-5.4340087,43.4834562,Point,España,2026-03-04 13:06:55.752367
Koxka,-5.433733,43.4836147,Point,España,2026-03-04 13:06:55.752367
La Cremá,-5.4341659,43.4835631,Point,España,2026-03-04 13:06:55.752367
La Dársena,-5.9190971,43.5552981,Point,España,2026-03-04 13:06:55.752367
La Cantina 27,-5.9203827,43.5558609,Point,España,2026-03-04 13:06:55.752367
Al Kasbah,-5.9207746,43.5557521,Point,España,2026-03-04 13:06:55.752367
Puerto Pinos,-5.7790509,43.2426345,Point,España,2026-03-04 13:06:55.752367
La Bula,-5.8734318,43.36714,Point,España,2026-03-04 13:06:55.752367
Terrazas del Arbeyal/ Marina playa,-5.69461,43.5440782,Point,España,2026-03-04 13:06:55.752367
Resturante La Faltriquera,-5.6682045,43.5384739,Point,España,2026-03-04 13:06:55.752367
Kiosko Bar Embalse,-6.0152359,43.1999839,Point,España,2026-03-04 13:06:55.752367
La Quinta de Quique,-6.6488989,43.5471458,Point,España,2026-03-04 13:06:55.752367
Restaurante La Unión,-6.4368298,43.5029945,Point,España,2026-03-04 13:06:55.752367
El Monterrey,-6.0870137,43.552939,Point,España,2026-03-04 13:06:55.752367
Restaurante La Balanza,-6.0858242,43.553869,Point,España,2026-03-04 13:06:55.752367
El Pescador,-6.075512,43.5594252,Point,España,2026-03-04 13:06:55.752367
La Arcea,-5.926666,43.5539107,Point,España,2026-03-04 13:06:55.752367
TC28,-5.77186,43.2512468,Point,España,2026-03-04 13:06:55.752367
,-5.7518186,43.1726429,Point,España,2026-03-04 13:06:55.752367
Di Manuella,-5.6670596,43.5260265,Point,España,2026-03-04 13:06:55.752367
Muro Grill & Bar,-5.882036,43.5443454,Point,España,2026-03-04 13:06:55.752367
Los Reyes,-5.834505,43.3715216,Point,España,2026-03-04 13:06:55.752367
Taberna Salcedo,-5.8346254,43.3713292,Point,España,2026-03-04 13:06:55.752367
Casa Dominganes,-5.5059983,43.3576985,Point,España,2026-03-04 13:06:55.752367
Sidrería Las Canteras,-5.8681691,43.3652015,Point,España,2026-03-04 13:06:55.752367
La Peña,-5.8534427,43.3686731,Point,España,2026-03-04 13:06:55.752367
Restaurante Yamiqueo,-5.8930574,43.5359691,Point,España,2026-03-04 13:06:55.752367
Restaurante Boreal,-5.5661631,43.3284078,Point,España,2026-03-04 13:06:55.752367
Ramen Chucamen,-5.8531899,43.3665209,Point,España,2026-03-04 13:06:55.752367
Don Vesevius,-5.8485277,43.3592429,Point,España,2026-03-04 13:06:55.752367
DITALY,-5.8479915,43.3646249,Point,España,2026-03-04 13:06:55.752367
Fumu,-5.6648474,43.5435575,Point,España,2026-03-04 13:06:55.752367
El Cajonín,-5.778815,43.2432809,Point,España,2026-03-04 13:06:55.752367
La Esquina de Enzo,-5.6899453,43.3110672,Point,España,2026-03-04 13:06:55.752367
Casa Costalez,-5.689124,43.3037869,Point,España,2026-03-04 13:06:55.752367
Domino's,-5.6896156,43.3051307,Point,España,2026-03-04 13:06:55.752367
Sidreria Los Güelos,-5.6891196,43.3043741,Point,España,2026-03-04 13:06:55.752367
Wabisabi Ramen Bar,-5.6628731,43.5446078,Point,España,2026-03-04 13:06:55.752367
City Doner Kebab,-6.7223386,43.5426229,Point,España,2026-03-04 13:06:55.752367
Kebap Dpita Shawarma,-5.8436555,43.3639011,Point,España,2026-03-04 13:06:55.752367
Sidreria Picu Tres Conceyos,-5.621255,43.1595277,Point,España,2026-03-04 13:06:55.752367
,-5.6837638,43.5404538,Point,España,2026-03-04 13:06:55.752367
,-5.686015,43.5405199,Point,España,2026-03-04 13:06:55.752367
Telepizza,-5.6904392,43.5400301,Point,España,2026-03-04 13:06:55.752367
Telepizza,-5.6610329,43.53142,Point,España,2026-03-04 13:06:55.752367
La Taranta,-5.8472341,43.3600838,Point,España,2026-03-04 13:06:55.752367
Flow Food,-5.6683539,43.5391814,Point,España,2026-03-04 13:06:55.752367
Que Ye Oh!,-5.8395848,43.3675209,Point,España,2026-03-04 13:06:55.752367
Vinolento,-5.8414642,43.3667519,Point,España,2026-03-04 13:06:55.752367
Restaurante Mieres,-5.8444011,43.3676341,Point,España,2026-03-04 13:06:55.752367
Hankoyi BBQ,-5.8444033,43.3635286,Point,España,2026-03-04 13:06:55.752367
Bar Tienda Albar,-5.8439187,43.363954,Point,España,2026-03-04 13:06:55.752367
Sabe a Perú,-5.852616,43.3663749,Point,España,2026-03-04 13:06:55.752367
TEIKIT,-5.8462687,43.3640904,Point,España,2026-03-04 13:06:55.752367
Sidrería Padre Suárez,-5.8424038,43.3574852,Point,España,2026-03-04 13:06:55.752367
Gastro Chigre,-5.6630574,43.5354062,Point,España,2026-03-04 13:06:55.752367
Gepetto La Arena,-5.6519525,43.538122,Point,España,2026-03-04 13:06:55.752367
MX Café Bar,-5.6519438,43.5374875,Point,España,2026-03-04 13:06:55.752367
Casa Narciandi,-5.6887037,43.4567115,Point,España,2026-03-04 13:06:55.752367
Bär Berlín,-5.8476657,43.3589038,Point,España,2026-03-04 13:06:55.752367
Sidreria El Mundial,-5.6654608,43.5317756,Point,España,2026-03-04 13:06:55.752367
Pulpería Galicia 84,-5.6892682,43.5401866,Point,España,2026-03-04 13:06:55.752367
Casa Arturo,-5.6335842,43.5337826,Point,España,2026-03-04 13:06:55.752367
La Rula,-5.7893232,43.6160359,Point,España,2026-03-04 13:06:55.752367
Asador Restaurante Gaucho Fierro,-5.7813624,43.3808487,Point,España,2026-03-04 13:06:55.752367
Casa María - Sidrería pizzería,-5.7651296,43.590133,Point,España,2026-03-04 13:06:55.752367
LK GRILL Burguer & Bar,-6.5350103,43.5425385,Point,España,2026-03-04 13:06:55.752367
No Mames,-5.6492483,43.5371288,Point,España,2026-03-04 13:06:55.752367
Nicoletto Trattoria,-5.8446719,43.3609875,Point,España,2026-03-04 13:06:55.752367
Rinconcito mexicano,-5.6484834,43.5385168,Point,España,2026-03-04 13:06:55.752367
Mesón Sin Nombre,-5.8457427,43.3672718,Point,España,2026-03-04 13:06:55.752367
,-4.8093925,43.4289529,Point,España,2026-03-04 13:06:55.752367
Sidreria La Cubierta,-6.9441713,43.571073,Point,España,2026-03-04 13:06:55.752367
La Tierra,-5.6568356,43.5334316,Point,España,2026-03-04 13:06:55.752367
Vinoteca Planta 14,-5.7736439,43.2475965,Point,España,2026-03-04 13:06:55.752367
Bodega La Llera,-5.7734516,43.247571,Point,España,2026-03-04 13:06:55.752367
Trattoría La Peppa,-5.7737641,43.2495524,Point,España,2026-03-04 13:06:55.752367
La Solana,-5.7732583,43.2505359,Point,España,2026-03-04 13:06:55.752367
La Madriguera by Hevia,-5.7724065,43.2507459,Point,España,2026-03-04 13:06:55.752367
Kaa'Pora Bar,-5.7737533,43.2496316,Point,España,2026-03-04 13:06:55.752367
La Posada de Bacus,-5.7727754,43.2508975,Point,España,2026-03-04 13:06:55.752367
Parrilla Bacus,-5.7726181,43.2508906,Point,España,2026-03-04 13:06:55.752367
Restaurante Casa Óscar,-5.7734773,43.2472086,Point,España,2026-03-04 13:06:55.752367
,-5.068105,43.3464824,Point,España,2026-03-04 13:06:55.752367
El Cruce,-5.7832528,43.2221834,Point,España,2026-03-04 13:06:55.752367
Maridaje,-5.7728916,43.2519448,Point,España,2026-03-04 13:06:55.752367
Sidrería El Correor,-5.7714441,43.253111,Point,España,2026-03-04 13:06:55.752367
La Casa'l Cura,-6.0377621,43.2187773,Point,España,2026-03-04 13:06:55.752367
Vinoteca La Mala Uva,-5.7737775,43.2494682,Point,España,2026-03-04 13:06:55.752367
Il Bosque de Ainola,-5.7751948,43.2511706,Point,España,2026-03-04 13:06:55.752367
Casa Repinaldo,-5.766831,43.5886188,Point,España,2026-03-04 13:06:55.752367
Casa Tero,-5.5124979,43.5401724,Point,España,2026-03-04 13:06:55.752367
Asador El Gobernador,-5.4503791,43.5199598,Point,España,2026-03-04 13:06:55.752367
Casa Laureano,-6.0986057,43.1607637,Point,España,2026-03-04 13:06:55.752367
Sidrería El Tonel,-5.7741671,43.2460557,Point,España,2026-03-04 13:06:55.752367
Mesón La Marina,-5.8557081,43.3687231,Point,España,2026-03-04 13:06:55.752367
La Faya,-5.6912831,43.3135854,Point,España,2026-03-04 13:06:55.752367
Bar Nardo,-5.7777881,43.2582346,Point,España,2026-03-04 13:06:55.752367
Sidrería Tonos,-5.6905509,43.3112718,Point,España,2026-03-04 13:06:55.752367
Arepa Lovers. Colombian Street Food,-5.6509487,43.5355439,Point,España,2026-03-04 13:06:55.752367
EGB Gastrochenta,-5.6613735,43.5403892,Point,España,2026-03-04 13:06:55.752367
Kebab Pizzería Milán,-5.8621257,43.363617,Point,España,2026-03-04 13:06:55.752367
12 70 - Malta y Fuego,-5.8559483,43.3613539,Point,España,2026-03-04 13:06:55.752367
La Taína,-5.8616399,43.360981,Point,España,2026-03-04 13:06:55.752367
Coríu,-6.1476632,43.5611617,Point,España,2026-03-04 13:06:55.752367
El Faro,-6.1451563,43.5626664,Point,España,2026-03-04 13:06:55.752367
Punto pizza,-6.1464624,43.5617278,Point,España,2026-03-04 13:06:55.752367
La Galga,-6.5348304,43.545042,Point,España,2026-03-04 13:06:55.752367
Opera,-6.1452963,43.5626954,Point,España,2026-03-04 13:06:55.752367
Los Garrafes,-5.9599821,43.1482141,Point,España,2026-03-04 13:06:55.752367
El Teixo,-5.9736056,43.1578429,Point,España,2026-03-04 13:06:55.752367
Harria Bar de Ostras,-5.8461967,43.3598151,Point,España,2026-03-04 13:06:55.752367
sidrería parrilla casa raul,-5.9826923,43.5406975,Point,España,2026-03-04 13:06:55.752367
Sidrería Qué Ye Ho,-5.825241,43.3858016,Point,España,2026-03-04 13:06:55.752367
Le Menhir,-5.6464604,43.5393061,Point,España,2026-03-04 13:06:55.752367
Ándale Cuate,-5.8480736,43.3595298,Point,España,2026-03-04 13:06:55.752367
La Terraza de Viesques,-5.6456391,43.5295454,Point,España,2026-03-04 13:06:55.752367
A Media Legua,-5.8206545,43.3892497,Point,España,2026-03-04 13:06:55.752367
Vientu del Norte,-5.563387,43.2419904,Point,España,2026-03-04 13:06:55.752367
Casa Luis,-5.8652939,43.4799022,Point,España,2026-03-04 13:06:55.752367
Bar Casa Fredin,-5.6512218,43.3798585,Point,España,2026-03-04 13:06:55.752367
Sidrería L'Albar Leña,-5.7736514,43.2459843,Point,España,2026-03-04 13:06:55.752367
La Albancia,-5.5394396,43.2542321,Point,España,2026-03-04 13:06:55.752367
Miramar,-6.5340572,43.5476697,Point,España,2026-03-04 13:06:55.752367
"Restaurante Marisol, el de los Relojes antiguos",-6.5275892,43.5439345,Point,España,2026-03-04 13:06:55.752367
Bar la Corte,-6.3360268,43.0916524,Point,España,2026-03-04 13:06:55.752367
