name,lon,lat,tipo_geometria,pais,fecha_descarga
El Bon Vivant,-3.5208104,43.4801199,Point,España,2026-03-04 13:06:55.752367
La Corbata Heras,-3.7873166,43.3961964,Point,España,2026-03-04 13:06:55.752367
La Coteruca,-4.4246697,43.3383454,Point,España,2026-03-04 13:06:55.752367
El Bodegón,-4.6208102,43.1545789,Point,España,2026-03-04 13:06:55.752367
Hnos. Rivera,-3.5070708,43.4713275,Point,España,2026-03-04 13:06:55.752367
Tasca del Polígono,-3.7892159,43.4108794,Point,España,2026-03-04 13:06:55.752367
La Balbina,-3.8958074,43.3034786,Point,España,2026-03-04 13:06:55.752367
,-3.7241239,43.463073,Point,España,2026-03-04 13:06:55.752367
Mirador de Enterrías,-4.6795093,43.0982184,Point,España,2026-03-04 13:06:55.752367
La Vinoteca,-3.521554,43.4801972,Point,España,2026-03-04 13:06:55.752367
Bodega Riomiera,-3.7310414,43.3862621,Point,España,2026-03-04 13:06:55.752367
Takkos,-3.2189313,43.3830474,Point,España,2026-03-04 13:06:55.752367
Mulan,-3.783255,43.4711422,Point,España,2026-03-04 13:06:55.752367
La Taberna Del Herrero,-3.8615116,43.4503014,Point,España,2026-03-04 13:06:55.752367
Quebec,-3.8089846,43.4604031,Point,España,2026-03-04 13:06:55.752367
Asador Salon del Clavel,-3.9683789,43.0264653,Point,España,2026-03-04 13:06:55.752367
Kandela,-3.7978277,43.4640249,Point,España,2026-03-04 13:06:55.752367
Casa Alejandro,-3.202093,43.3587698,Point,España,2026-03-04 13:06:55.752367
Tacos Point,-4.5155079,43.3742371,Point,España,2026-03-04 13:06:55.752367
Kasa Kristo,-3.4134222,43.4116872,Point,España,2026-03-04 13:06:55.752367
Ho' oponopono Santander,-3.7978844,43.4635961,Point,España,2026-03-04 13:06:55.752367
Restaurante Plaza Mayor,-4.1085377,43.3902628,Point,España,2026-03-04 13:06:55.752367
La Salve,-3.4852776,43.457707,Point,España,2026-03-04 13:06:55.752367
La Bodega,-3.4870014,43.4561047,Point,España,2026-03-04 13:06:55.752367
Asador Casa Lucía,-3.4877771,43.4572198,Point,España,2026-03-04 13:06:55.752367
Arena Vibes camping,-3.5759601,43.4977321,Point,España,2026-03-04 13:06:55.752367
La Chata,-3.5686109,43.4940045,Point,España,2026-03-04 13:06:55.752367
Coco Bar,-3.5436588,43.4981266,Point,España,2026-03-04 13:06:55.752367
LQ Isla,-3.5455923,43.4960627,Point,España,2026-03-04 13:06:55.752367
Asador La Huerta,-3.5435187,43.496224,Point,España,2026-03-04 13:06:55.752367
Restaurante San Emeterio,-3.5485385,43.4944255,Point,España,2026-03-04 13:06:55.752367
Restaurante La Flor de Quejo,-3.5486921,43.4951219,Point,España,2026-03-04 13:06:55.752367
Isabel,-3.5472847,43.4955227,Point,España,2026-03-04 13:06:55.752367
Origen,-3.219254,43.3822468,Point,España,2026-03-04 13:06:55.752367
Mesón El Bodegón,-3.5465509,43.4597148,Point,España,2026-03-04 13:06:55.752367
Restaurante Cerveza Dougalls,-3.7438798,43.3344868,Point,España,2026-03-04 13:06:55.752367
Los Gallos,-3.5140696,43.4366154,Point,España,2026-03-04 13:06:55.752367
Restaurante Sarabia,-3.5144529,43.4371075,Point,España,2026-03-04 13:06:55.752367
Restaurante San Román de Escalante,-3.5278954,43.4469106,Point,España,2026-03-04 13:06:55.752367
Pepillo's Pizza,-3.5337876,43.4475115,Point,España,2026-03-04 13:06:55.752367
La Casa de Marino,-3.5963052,43.5074687,Point,España,2026-03-04 13:06:55.752367
Restaurante Camping Arenas,-3.6161287,43.4918074,Point,España,2026-03-04 13:06:55.752367
Sea Playa,-3.6159946,43.4950278,Point,España,2026-03-04 13:06:55.752367
Restaurante Pescador,-3.6134127,43.4954675,Point,España,2026-03-04 13:06:55.752367
Restaurante Anjua,-3.6129779,43.4933625,Point,España,2026-03-04 13:06:55.752367
Sea Pizza,-3.6123025,43.4827745,Point,España,2026-03-04 13:06:55.752367
Restaurante La Riojana,-4.2310087,43.3099862,Point,España,2026-03-04 13:06:55.752367
Restaurante La Primera,-3.7829221,43.4718946,Point,España,2026-03-04 13:06:55.752367
Bodeguca los Blasones,-4.1077533,43.3901753,Point,España,2026-03-04 13:06:55.752367
La Viga,-4.1075852,43.3904121,Point,España,2026-03-04 13:06:55.752367
As de Guías,-3.459947,43.4441714,Point,España,2026-03-04 13:06:55.752367
Cerveceria El arenal,-4.3998202,43.3830648,Point,España,2026-03-04 13:06:55.752367
Anybun?,-4.6237125,43.1533601,Point,España,2026-03-04 13:06:55.752367
La Ermita,-4.0875811,43.3599938,Point,España,2026-03-04 13:06:55.752367
Taberna de Puente,-4.0873086,43.3598375,Point,España,2026-03-04 13:06:55.752367
Bar Nueve Valles,-4.0861897,43.3595529,Point,España,2026-03-04 13:06:55.752367
La Cotera,-4.2898539,43.0186841,Point,España,2026-03-04 13:06:55.752367
Taberna Pirulí,-3.9753745,43.353512,Point,España,2026-03-04 13:06:55.752367
Fusta & Cebada,-3.9878667,43.4098126,Point,España,2026-03-04 13:06:55.752367
Restaurante el Porrón,-3.4552245,43.4457756,Point,España,2026-03-04 13:06:55.752367
La isla de Cuba,-4.0354548,43.3444511,Point,España,2026-03-04 13:06:55.752367
La casona de Nori,-4.0966971,43.2402385,Point,España,2026-03-04 13:06:55.752367
La Huerta De Sines,-3.4925288,43.4531306,Point,España,2026-03-04 13:06:55.752367
Bar Restaurante Polaciones,-4.407675,43.1145047,Point,España,2026-03-04 13:06:55.752367
El molino de Vejorís,-3.9130641,43.1977969,Point,España,2026-03-04 13:06:55.752367
Restaurante El Marinero,-3.4558265,43.4439147,Point,España,2026-03-04 13:06:55.752367
Restaurante Évalo,-3.9209573,43.4242764,Point,España,2026-03-04 13:06:55.752367
El Restaurante de Pilar,-3.4630906,43.4417668,Point,España,2026-03-04 13:06:55.752367
La Cagigona,-3.8524598,43.3720538,Point,España,2026-03-04 13:06:55.752367
Vento,-3.4569104,43.4428027,Point,España,2026-03-04 13:06:55.752367
Mesón Pachi,-3.4571478,43.4424414,Point,España,2026-03-04 13:06:55.752367
Manhattan Zenter,-3.4558108,43.4434842,Point,España,2026-03-04 13:06:55.752367
,-4.2889294,43.3868193,Point,España,2026-03-04 13:06:55.752367
Los Gamos,-3.9499214,43.3516234,Point,España,2026-03-04 13:06:55.752367
Restaurante Cafetería MARCELO Gourmet,-4.0371381,43.4309162,Point,España,2026-03-04 13:06:55.752367
La Nave,-4.0705363,43.3203709,Point,España,2026-03-04 13:06:55.752367
Taj Mahal Restaurante,-3.7976511,43.4645369,Point,España,2026-03-04 13:06:55.752367
Laury,-3.8275095,43.458741,Point,España,2026-03-04 13:06:55.752367
Mesón El Puente,-4.0687068,43.3292523,Point,España,2026-03-04 13:06:55.752367
Restaurante La Muralla II,-3.441003,43.4142815,Point,España,2026-03-04 13:06:55.752367
La Cuchara,-4.0720509,43.3105435,Point,España,2026-03-04 13:06:55.752367
Primera Vaca,-3.7156341,43.4402603,Point,España,2026-03-04 13:06:55.752367
Emma,-4.0425263,43.4278195,Point,España,2026-03-04 13:06:55.752367
Casa Guela,-4.6237842,43.1538458,Point,España,2026-03-04 13:06:55.752367
Mesón Marinos,-3.4549419,43.445755,Point,España,2026-03-04 13:06:55.752367
El Corral de Lombraña,-4.4133673,43.1008517,Point,España,2026-03-04 13:06:55.752367
Restaurante Nuevo Siglo,-3.2184555,43.3798968,Point,España,2026-03-04 13:06:55.752367
iSabor,-3.7967226,43.4665313,Point,España,2026-03-04 13:06:55.752367
,-4.3386768,43.3851816,Point,España,2026-03-04 13:06:55.752367
,-4.3151234,43.3834653,Point,España,2026-03-04 13:06:55.752367
Mesón Puente Viejo,-3.946911,43.4039059,Point,España,2026-03-04 13:06:55.752367
El Rincón Argentino,-3.9570867,43.3513076,Point,España,2026-03-04 13:06:55.752367
La Casa del Médico,-3.9543918,43.3548448,Point,España,2026-03-04 13:06:55.752367
El mexicano,-3.518262,43.4801554,Point,España,2026-03-04 13:06:55.752367
Que bueno que viniste,-3.5217938,43.4820731,Point,España,2026-03-04 13:06:55.752367
Café Oriñon,-3.3261562,43.3986091,Point,España,2026-03-04 13:06:55.752367
Asotavento,-3.5265561,43.4799515,Point,España,2026-03-04 13:06:55.752367
Pizzeria L'Archetto,-4.0690264,43.260302,Point,España,2026-03-04 13:06:55.752367
Fonda El Conde,-3.3247989,43.3970946,Point,España,2026-03-04 13:06:55.752367
Quecomofoodtrucks,-3.3698615,43.4054236,Point,España,2026-03-04 13:06:55.752367
El Caprichuco de Miliuco,-3.5226947,43.4797513,Point,España,2026-03-04 13:06:55.752367
La marea,-3.5229122,43.479714,Point,España,2026-03-04 13:06:55.752367
Áliva,-4.7869386,43.1676902,Point,España,2026-03-04 13:06:55.752367
Tasty Poke,-3.8095443,43.4599034,Point,España,2026-03-04 13:06:55.752367
Bao King,-3.7984829,43.4631858,Point,España,2026-03-04 13:06:55.752367
Matices,-3.7986518,43.463521,Point,España,2026-03-04 13:06:55.752367
Gauchita Empanados Argentinas,-3.8051689,43.4625318,Point,España,2026-03-04 13:06:55.752367
La Mano de Fatima,-3.7999036,43.464137,Point,España,2026-03-04 13:06:55.752367
,-4.6437278,43.1544379,Point,España,2026-03-04 13:06:55.752367
Restaurante Mamasana,-3.8022521,43.4630121,Point,España,2026-03-04 13:06:55.752367
The Fresh Poke Bahía Real,-3.8401626,43.4263297,Point,España,2026-03-04 13:06:55.752367
El Bonito,-3.7969131,43.464323,Point,España,2026-03-04 13:06:55.752367
El Molino,-4.136547,43.0007631,Point,España,2026-03-04 13:06:55.752367
Restaurante La Dársena de Suances,-4.0367481,43.4321699,Point,España,2026-03-04 13:06:55.752367
Restaurante Montaña de Oro,-3.8445537,43.4196178,Point,España,2026-03-04 13:06:55.752367
Pizzería Hoyuela,-3.841905,43.4181199,Point,España,2026-03-04 13:06:55.752367
Sushi Chukamen BBQ,-3.8405209,43.4242961,Point,España,2026-03-04 13:06:55.752367
El Zapato Rojo,-3.8555147,43.3218915,Point,España,2026-03-04 13:06:55.752367
La Fuente Azul,-3.8554239,43.3221508,Point,España,2026-03-04 13:06:55.752367
La Alquitara,-3.8542615,43.3249274,Point,España,2026-03-04 13:06:55.752367
Los Robles,-3.853853,43.3251208,Point,España,2026-03-04 13:06:55.752367
Montaña de Oro,-3.8537645,43.3249145,Point,España,2026-03-04 13:06:55.752367
Buga Ramen Santander,-3.8086737,43.4629204,Point,España,2026-03-04 13:06:55.752367
Mr. Wok,-3.8396553,43.4285417,Point,España,2026-03-04 13:06:55.752367
Bar Restaurante Los Cañones de La Cavada,-3.7035172,43.352213,Point,España,2026-03-04 13:06:55.752367
Olivetta,-3.8449447,43.4184147,Point,España,2026-03-04 13:06:55.752367
La Vegana,-3.8437274,43.4118069,Point,España,2026-03-04 13:06:55.752367
Pide como en Casa,-3.8395531,43.4158951,Point,España,2026-03-04 13:06:55.752367
El Valle Gastrobar Maliaño,-3.8439348,43.4188542,Point,España,2026-03-04 13:06:55.752367
Pomodoro,-3.8388981,43.4286224,Point,España,2026-03-04 13:06:55.752367
Don Jamón,-3.8394119,43.4286868,Point,España,2026-03-04 13:06:55.752367
Real Estambul,-3.8396391,43.4284382,Point,España,2026-03-04 13:06:55.752367
Umi Sushi,-3.7826528,43.4718377,Point,España,2026-03-04 13:06:55.752367
Sakura,-3.8414137,43.4384189,Point,España,2026-03-04 13:06:55.752367
La Barruca,-3.8409893,43.4391959,Point,España,2026-03-04 13:06:55.752367
Marisquería La Lonja,-4.1304526,43.0062053,Point,España,2026-03-04 13:06:55.752367
Casa Lucita,-3.8539585,43.4234305,Point,España,2026-03-04 13:06:55.752367
Arrocería La Jibia,-3.854297,43.4241604,Point,España,2026-03-04 13:06:55.752367
The Factory,-3.879298,43.3133286,Point,España,2026-03-04 13:06:55.752367
Mesón 3 Arcos,-3.9234359,43.1972811,Point,España,2026-03-04 13:06:55.752367
Tribeca,-3.8006655,43.4628521,Point,España,2026-03-04 13:06:55.752367
Camarote,-3.4450941,43.4192075,Point,España,2026-03-04 13:06:55.752367
Laguillo,-3.4443695,43.4188747,Point,España,2026-03-04 13:06:55.752367
Mifavorito peñaherbosa,-3.7987776,43.463503,Point,España,2026-03-04 13:06:55.752367
Pinche Gato,-3.812233,43.4568234,Point,España,2026-03-04 13:06:55.752367
Cadelo,-3.8013453,43.4644095,Point,España,2026-03-04 13:06:55.752367
Hipódromo de Suso,-3.791891116387713,43.487113645105104,Polygon,España,2026-03-04 13:06:55.752367
La Corbata Fombellida,-4.125016557276267,42.938628330108166,Polygon,España,2026-03-04 13:06:55.752367
La Martintera,-3.732724922886105,43.38516998589238,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Rotonda,-3.727571000040195,43.38537247493993,Polygon,España,2026-03-04 13:06:55.752367
Dos pozos y Jimena,-3.9047073443829152,43.44752138302263,Polygon,España,2026-03-04 13:06:55.752367
Hotel Los Infantes,-4.108365665671655,43.38907319099236,Polygon,España,2026-03-04 13:06:55.752367
Molino de Oscar,-3.698472754636616,43.39018419152195,Polygon,España,2026-03-04 13:06:55.752367
Los Pasiegos,-3.6888530500900862,43.38842143066832,Polygon,España,2026-03-04 13:06:55.752367
Villa Matilde,-3.7443931626540845,43.33797266491003,Polygon,España,2026-03-04 13:06:55.752367
Prada a Tope,-4.300564500000001,43.316360700000004,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Don Pedro,-4.309114667059596,43.31994637437176,Polygon,España,2026-03-04 13:06:55.752367
Hotel Mirador de Gornazo,-3.9882038578104084,43.40731344378052,Polygon,España,2026-03-04 13:06:55.752367
La Traina,-3.4911021695015756,43.450215708873316,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Mustang,-3.2257887847292874,43.36536359882717,Polygon,España,2026-03-04 13:06:55.752367
Pico Casares,-4.281835638993507,43.00948483511716,Polygon,España,2026-03-04 13:06:55.752367
La Casuca,-4.273586531667454,43.01313730958789,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Ibarbia,-3.186185260865834,43.36080056810945,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Saltacaballo,-3.185442754261755,43.36251844812011,Polygon,España,2026-03-04 13:06:55.752367
El Puntal Tricio,-3.7718410791620647,43.457735834755724,Polygon,España,2026-03-04 13:06:55.752367
El Peñon,-3.8947313262743113,43.47361295636789,Polygon,España,2026-03-04 13:06:55.752367
El Llar,-3.8707128923812784,43.46599048549045,Polygon,España,2026-03-04 13:06:55.752367
Hostería de Adarzo,-3.8652741857694,43.45301616749757,Polygon,España,2026-03-04 13:06:55.752367
Mesón La Buena Moza,-3.8588065299444168,43.46997421780804,Polygon,España,2026-03-04 13:06:55.752367
,-3.531093683554543,43.48598518325992,Polygon,España,2026-03-04 13:06:55.752367
Valdáliga Monte y Mar,-4.3329721,43.33475395,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Cafestore,-4.328746054032902,43.334501696272994,Polygon,España,2026-03-04 13:06:55.752367
El Rufaco,-3.569205302863526,43.19147534242589,Polygon,España,2026-03-04 13:06:55.752367
Golf Nestares,-4.160853377032221,42.99047303462258,Polygon,España,2026-03-04 13:06:55.752367
Venta Pepín,-4.4713996167683145,43.05976099004286,Polygon,España,2026-03-04 13:06:55.752367
Restaurante El Tocinero,-3.8879171137341286,43.40196731390104,Polygon,España,2026-03-04 13:06:55.752367
Tiburón,-3.4504096130596844,43.433435888174934,Polygon,España,2026-03-04 13:06:55.752367
El Pescador,-3.4228822556885694,43.41019163651211,Polygon,España,2026-03-04 13:06:55.752367
Mesón La Abadía,-3.4120438599250242,43.412314773896036,Polygon,España,2026-03-04 13:06:55.752367
,-3.426340276893107,43.4091501335278,Polygon,España,2026-03-04 13:06:55.752367
El Marqués,-3.966776689342446,43.298656817007576,Polygon,España,2026-03-04 13:06:55.752367
La Tienda de Fina,-3.8483864627111526,43.438173872960355,Polygon,España,2026-03-04 13:06:55.752367
La Nogalera,-4.26658896954541,43.259007891718426,Polygon,España,2026-03-04 13:06:55.752367
Ciclo,-4.265780878616187,43.25980011854614,Polygon,España,2026-03-04 13:06:55.752367
Hostal Restaurante Oleo,-3.84599935,43.44422455,Polygon,España,2026-03-04 13:06:55.752367
La Caseta de Bombas,-3.7887187068092834,43.46203561896156,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Santa Cruz,-3.906202718819455,43.43629413404192,Polygon,España,2026-03-04 13:06:55.752367
La Parrilla,-4.4398037549624965,43.380298938280646,Polygon,España,2026-03-04 13:06:55.752367
Las Terrazas de Puente Viesgo,-3.967386540238353,43.2988306504155,Polygon,España,2026-03-04 13:06:55.752367
El Asador,-4.268123952393838,43.25738227263358,Polygon,España,2026-03-04 13:06:55.752367
La Olma,-3.941332842707331,42.805711180204476,Polygon,España,2026-03-04 13:06:55.752367
Los Molinos,-4.264987084190545,43.26062470952914,Polygon,España,2026-03-04 13:06:55.752367
Fuente Dé,-4.8115145696185655,43.143665254632054,Polygon,España,2026-03-04 13:06:55.752367
Pizzería Britannia,-3.833763541415842,43.46744425316694,Polygon,España,2026-03-04 13:06:55.752367
La Cuchara del Camesa,-4.183381130311491,42.9407216851985,Polygon,España,2026-03-04 13:06:55.752367
La Taberna del Herrero,-3.8327006500000005,43.46586015,Polygon,España,2026-03-04 13:06:55.752367
Santander Veinte,-3.830696834381181,43.46691207110951,Polygon,España,2026-03-04 13:06:55.752367
RaciónArte,-4.2678976848608245,43.25818789968752,Polygon,España,2026-03-04 13:06:55.752367
Hotel Restaurante El Haya,-3.155695839865319,43.34136358117271,Polygon,España,2026-03-04 13:06:55.752367
Camping Lunada,-3.7006686838907643,43.2373762819494,Polygon,España,2026-03-04 13:06:55.752367
Restaurante El Remedio,-4.261917219344124,43.3918845439127,Polygon,España,2026-03-04 13:06:55.752367
Las Olas,-3.8369029243060013,43.47811361635012,Polygon,España,2026-03-04 13:06:55.752367
,-4.510973421870481,43.39105583915499,Polygon,España,2026-03-04 13:06:55.752367
Hotel Restaurante Cueli,-4.049866394226091,43.376838287531044,Polygon,España,2026-03-04 13:06:55.752367
Cota Zero,-3.9659584704026636,43.44928075059875,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Alameda,-3.559095410431068,43.44993798674864,Polygon,España,2026-03-04 13:06:55.752367
El Rincón de Chami,-3.194486137412407,43.36467506176251,Polygon,España,2026-03-04 13:06:55.752367
Asador Restaurante El Cargadero Dícido,-3.196763424435492,43.36222408640184,Polygon,España,2026-03-04 13:06:55.752367
Asador el Túnel,-3.206411729811697,43.36155561580633,Polygon,España,2026-03-04 13:06:55.752367
Casa Lucía,-3.203944882993478,43.35612493394645,Polygon,España,2026-03-04 13:06:55.752367
Asador Perla,-3.21707490614429,43.38300736255049,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Retama,-4.190640987590773,43.32835684527856,Polygon,España,2026-03-04 13:06:55.752367
El Bisonte Rojo,-4.109448472550125,43.386424951891335,Polygon,España,2026-03-04 13:06:55.752367
Palacio de Mijares,-4.083406024529827,43.36868182516153,Polygon,España,2026-03-04 13:06:55.752367
A Mi Manera,-3.824652936842328,43.4726800868741,Polygon,España,2026-03-04 13:06:55.752367
Bar Cuesta,-4.119558550000001,43.36416855,Polygon,España,2026-03-04 13:06:55.752367
Bar Cuesta,-4.11889173386535,43.36424696238634,Polygon,España,2026-03-04 13:06:55.752367
La Casona del Valle,-4.1134016675421305,43.36429034931748,Polygon,España,2026-03-04 13:06:55.752367
Café Bar Raquel,-3.829569564569269,43.33686315839703,Polygon,España,2026-03-04 13:06:55.752367
El Ojo del Abriego,-3.7454473748781583,43.34369760606083,Polygon,España,2026-03-04 13:06:55.752367
Las Doradas,-3.5076819184428945,43.472358398890194,Polygon,España,2026-03-04 13:06:55.752367
La Terraza,-4.26670290604559,43.25899208020122,Polygon,España,2026-03-04 13:06:55.752367
La Terraza,-4.26805645148216,43.25744347358234,Polygon,España,2026-03-04 13:06:55.752367
El Redondo,-4.811712124765858,43.14119575713777,Polygon,España,2026-03-04 13:06:55.752367
Cenardor de Velo,-3.9328371862451554,43.40604928626535,Polygon,España,2026-03-04 13:06:55.752367
El Ruso,-3.247623011268774,43.396245920637924,Polygon,España,2026-03-04 13:06:55.752367
Asador El Puerto,-3.2160006724180366,43.383963379296134,Polygon,España,2026-03-04 13:06:55.752367
,-3.5208834720799493,43.47937918519538,Polygon,España,2026-03-04 13:06:55.752367
Al sur del Zatón,-3.5220459143773852,43.478731869625285,Polygon,España,2026-03-04 13:06:55.752367
La Casa de Eventos,-4.05907750496705,43.35204082672702,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Ferbus,-4.054695947679972,43.35304557855182,Polygon,España,2026-03-04 13:06:55.752367
Posada Restaurante Semilla,-3.8528396724394636,43.30796566110771,Polygon,España,2026-03-04 13:06:55.752367
La Cuevona,-3.870874392659523,43.469128725680775,Polygon,España,2026-03-04 13:06:55.752367
Casa Paulino,-4.077428697768987,43.283179490966255,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Fleming,-4.0618696279773205,43.24531709704362,Polygon,España,2026-03-04 13:06:55.752367
La Finca,-4.096877259254081,43.36376322012261,Polygon,España,2026-03-04 13:06:55.752367
El Cine,-3.5235709367151937,43.480938615708816,Polygon,España,2026-03-04 13:06:55.752367
El Trillo,-3.8999322029468564,43.43761330326679,Polygon,España,2026-03-04 13:06:55.752367
Hotel Villa Maria,-3.861105456221155,43.412469501884765,Polygon,España,2026-03-04 13:06:55.752367
La Hermida,-4.170359556369862,43.27876735752696,Polygon,España,2026-03-04 13:06:55.752367
Asador Pineda,-3.5241533573695354,43.49287552738882,Polygon,España,2026-03-04 13:06:55.752367
Asador El Aguila,-3.522276531729535,43.49067156568665,Polygon,España,2026-03-04 13:06:55.752367
Taberna El Lobio,-4.044904187896987,43.337130063699405,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Punvieja,-4.248850499481765,43.15987613111674,Polygon,España,2026-03-04 13:06:55.752367
La Pausa,-3.541649607380006,43.411381474256096,Polygon,España,2026-03-04 13:06:55.752367
Restaurante El Refugio,-4.0464281827706365,43.331754872386675,Polygon,España,2026-03-04 13:06:55.752367
Hotel Torres de Somo,-3.731253880553092,43.4551813018409,Polygon,España,2026-03-04 13:06:55.752367
Pan de Cuco,-3.7153425561749467,43.44081221796835,Polygon,España,2026-03-04 13:06:55.752367
Mesón Descanso Altamira,-4.097170154792426,43.37452496612838,Polygon,España,2026-03-04 13:06:55.752367
Hotel Picos de Europa,-3.8170863141424425,43.460459468546574,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Las Carolinas,-3.822156351119751,43.46345925282742,Polygon,España,2026-03-04 13:06:55.752367
Arrocería El Molinuco,-3.837420662760763,43.47760672765897,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Hostal La Sobana,-3.4661053513131956,43.2608216413885,Polygon,España,2026-03-04 13:06:55.752367
Ronquillo,-3.466322473664405,43.26104026081984,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Asador Ezquerra,-3.7695406016884103,43.44835472378926,Polygon,España,2026-03-04 13:06:55.752367
Asador El Tronky,-3.769355598336677,43.44834649467734,Polygon,España,2026-03-04 13:06:55.752367
Sol & Sombra,-3.8682128853795676,43.320660869315226,Polygon,España,2026-03-04 13:06:55.752367
Maremondo,-3.7817825417654856,43.47223137107313,Polygon,España,2026-03-04 13:06:55.752367
Gran Hotel Sardinero,-3.783208091143881,43.47251029120674,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Balneario de la Magdalena,-3.775102689266753,43.467225172075516,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Granja,-3.848037572997793,43.2975325081673,Polygon,España,2026-03-04 13:06:55.752367
Área de servicio La Vega,-4.134387350420269,42.986712513680125,Polygon,España,2026-03-04 13:06:55.752367
Deluz,-3.781235614673616,43.46942260747696,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Asador La Reina del Cantábrico,-3.4547488242073756,43.43964884379393,Polygon,España,2026-03-04 13:06:55.752367
Max Sports Café,-3.7871738466577645,43.471453502473416,Polygon,España,2026-03-04 13:06:55.752367
Alojamiento Rural El Montero,-4.224276039507328,43.033517390055806,Polygon,España,2026-03-04 13:06:55.752367
La Piscina,-3.541974659324473,43.49704744617996,Polygon,España,2026-03-04 13:06:55.752367
Hotel Astuy,-3.54169705911445,43.496674509601654,Polygon,España,2026-03-04 13:06:55.752367
El Parque de Trueba,-3.7883621619937635,43.47851809428567,Polygon,España,2026-03-04 13:06:55.752367
El Pescador,-3.8139282642740255,43.419902778476825,Polygon,España,2026-03-04 13:06:55.752367
Bar Restaurante Juan Briza,-3.567114241021221,43.195521548623056,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Golf Mataleñas,-3.790747076647777,43.48524547997589,Polygon,España,2026-03-04 13:06:55.752367
Coventosa,-3.6064826754953874,43.23971752175271,Polygon,España,2026-03-04 13:06:55.752367
Hipódromo de Suso,-3.791882949418876,43.4871149412853,Polygon,España,2026-03-04 13:06:55.752367
Asador Origen,-3.819905946721459,43.4716343428455,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Yerbita,-3.843092038926833,43.34068586119239,Polygon,España,2026-03-04 13:06:55.752367
El Barco,-3.790532717455593,43.487329991908,Polygon,España,2026-03-04 13:06:55.752367
Solana,-3.453176334414229,43.32651118534094,Polygon,España,2026-03-04 13:06:55.752367
Muerde la Pasta,-3.8388109533382697,43.42380788780908,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Casona del Judío,-3.829324452113749,43.468893971134726,Polygon,España,2026-03-04 13:06:55.752367
Mesón el Tarayán,-4.36058780636897,43.3935519117,Polygon,España,2026-03-04 13:06:55.752367
Merón,-4.373768079917103,43.38965612794984,Polygon,España,2026-03-04 13:06:55.752367
La Viñona,-4.553957142237067,43.0801919505821,Polygon,España,2026-03-04 13:06:55.752367
Asador Itxaski,-3.7656018126900497,43.44637156260356,Polygon,España,2026-03-04 13:06:55.752367
El Caserío de la Liebana,-4.693015221007762,43.15130891793525,Polygon,España,2026-03-04 13:06:55.752367
Pizzería Mamma Mia,-3.800113997131082,43.4832070786981,Polygon,España,2026-03-04 13:06:55.752367
Cafe Bar La Cambera,-4.488788749999999,43.390980250000005,Polygon,España,2026-03-04 13:06:55.752367
Mesón El Castril,-4.489773335826023,43.39030363596995,Polygon,España,2026-03-04 13:06:55.752367
Arca&Dio,-3.8867876659468745,43.40188192650921,Polygon,España,2026-03-04 13:06:55.752367
Casa Miguel,-4.47573975,43.2511924,Polygon,España,2026-03-04 13:06:55.752367
Restaurante La Barca de Treto,-3.472761151636675,43.394338838278706,Polygon,España,2026-03-04 13:06:55.752367
Los Arcos,-3.664747034801637,43.39134144812423,Polygon,España,2026-03-04 13:06:55.752367
My Friend's,-3.4724188712143302,43.46342027880326,Polygon,España,2026-03-04 13:06:55.752367
Las Olas,-3.518240759974415,43.47979662830725,Polygon,España,2026-03-04 13:06:55.752367
Avrile,-3.961289491858859,43.44084498115294,Polygon,España,2026-03-04 13:06:55.752367
,-3.955716485893132,43.31488206776841,Polygon,España,2026-03-04 13:06:55.752367
La Cabaña Asador,-4.036274023475072,43.433655643026356,Polygon,España,2026-03-04 13:06:55.752367
Restaurante Somo Parque,-3.7269209999999995,43.44680919999999,Polygon,España,2026-03-04 13:06:55.752367
El Nuevo Balneario,-4.041370598518217,43.4347267746743,Polygon,España,2026-03-04 13:06:55.752367
El Chiringuito de Cuchía,-4.029888210499563,43.43682325097272,Polygon,España,2026-03-04 13:06:55.752367
100 Montaditos,-3.8390988999999998,43.42405384999999,Polygon,España,2026-03-04 13:06:55.752367
La Corbata,-4.502637135646925,43.37482031998983,Polygon,España,2026-03-04 13:06:55.752367
